2025-06-19 16:05:48.362359	Avg_MHz	Busy%	Bzy_MHz	C3	C3%	CorWatt	PkgWatt
2025-06-19 17:58:18.596948	534	9.92	5385	2055	81.25	10.14	33.65
2025-06-19 17:58:19.601447	494	9.23	5346	2508	80.87	9.96	33.31
2025-06-19 17:58:20.602040	504	9.37	5375	2397	79.16	9.88	33.04
2025-06-19 17:58:21.606364	472	8.81	5359	2209	79.85	9.45	32.65
2025-06-19 17:58:22.606910	396	7.37	5368	2263	81.13	7.62	30.37
2025-06-19 17:58:23.607404	381	7.13	5352	2218	82.66	7.94	30.81
2025-06-19 17:58:24.610348	521	9.69	5375	2441	80.03	10.01	33.33
2025-06-19 17:58:25.614383	461	8.58	5369	3034	81.80	8.33	31.35
2025-06-19 17:58:26.614924	431	8.00	5391	2175	82.97	8.22	31.20
2025-06-19 17:58:27.615396	426	7.92	5379	2605	83.13	8.37	31.32
2025-06-19 17:58:28.615969	357	6.67	5353	2206	82.10	7.63	30.50
2025-06-19 17:58:29.616489	530	9.84	5392	1704	81.38	11.00	34.74
2025-06-19 17:58:30.622618	555	10.30	5389	1888	80.44	10.81	34.37
2025-06-19 17:58:31.626578	496	9.21	5381	1846	82.48	10.05	33.70
2025-06-19 17:58:32.634312	468	8.74	5350	2320	79.71	9.78	33.04
2025-06-19 17:58:33.634810	513	9.53	5381	2297	79.75	10.49	33.72
2025-06-19 17:58:34.635392	448	8.36	5356	2256	81.75	9.12	32.35
2025-06-19 17:58:35.636869	365	6.80	5362	2061	83.31	7.52	30.27
2025-06-19 17:58:36.637399	471	8.80	5347	2271	80.42	9.89	33.20
2025-06-19 17:58:37.637887	557	10.38	5363	1950	79.30	11.37	34.91
2025-06-19 17:58:38.638437	498	9.28	5367	1673	81.54	10.21	33.33
2025-06-19 17:58:39.642518	566	10.52	5379	1892	79.83	10.33	33.95
2025-06-19 17:58:40.643081	553	10.31	5365	2326	78.69	11.00	34.42
2025-06-19 17:58:41.647858	491	9.15	5365	2531	81.17	9.10	32.39
2025-06-19 17:58:42.648435	485	9.04	5362	2106	80.85	9.80	32.97
2025-06-19 17:58:43.649081	579	10.77	5371	1745	80.02	11.57	35.48
2025-06-19 17:58:44.649644	546	10.15	5383	2049	77.51	11.18	34.82
2025-06-19 17:58:45.650157	520	9.72	5353	2006	81.27	10.72	34.28
2025-06-19 17:58:46.651166	470	8.74	5376	2405	81.96	9.05	32.24
2025-06-19 17:58:47.658511	422	7.84	5383	1946	82.47	8.28	31.55
2025-06-19 17:58:48.659048	384	7.18	5352	2318	82.72	7.69	30.56
2025-06-19 17:58:49.662802	430	8.03	5353	2336	80.50	8.96	32.12
2025-06-19 17:58:50.663329	378	7.02	5381	2378	82.65	7.45	30.27
2025-06-19 17:58:51.665318	535	9.92	5397	2482	80.27	9.72	32.93
2025-06-19 17:58:52.670339	810	15.03	5386	1999	76.61	16.79	41.91
2025-06-19 17:58:53.674525	454	8.43	5388	2331	83.53	9.17	32.45
2025-06-19 17:58:54.675013	469	8.71	5382	2238	81.36	9.01	32.16
2025-06-19 17:58:55.678380	775	14.35	5404	1767	75.86	15.99	40.60
2025-06-19 17:58:56.680079	436	8.07	5401	2088	80.70	9.21	32.29
2025-06-19 17:58:57.680793	443	8.23	5384	2251	82.35	8.67	31.78
2025-06-19 17:58:58.681366	673	12.54	5371	2517	75.20	13.60	37.92
2025-06-19 17:58:59.681913	402	7.47	5372	2302	83.90	7.93	30.83
2025-06-19 17:59:00.682502	421	7.83	5374	2226	82.74	7.90	30.96
2025-06-19 17:59:01.690324	465	8.67	5357	1635	82.37	9.04	32.55
2025-06-19 17:59:02.690868	453	8.39	5408	2077	81.73	9.05	32.01
2025-06-19 17:59:03.691372	426	7.92	5382	2404	82.33	8.78	31.96
2025-06-19 17:59:04.691944	570	10.62	5364	1720	82.07	12.01	36.25
2025-06-19 17:59:05.692458	417	7.79	5353	2263	82.12	8.26	31.25
2025-06-19 17:59:06.693374	392	7.29	5372	2323	84.29	7.87	30.65
2025-06-19 17:59:07.693898	453	8.43	5369	2656	81.90	8.50	31.45
2025-06-19 17:59:08.694483	495	9.19	5390	1713	83.79	10.08	33.53
2025-06-19 17:59:09.698376	458	8.56	5349	1959	83.10	9.32	32.75
2025-06-19 17:59:10.698997	413	7.67	5389	2167	82.30	7.64	30.40
2025-06-19 17:59:11.699483	468	8.70	5377	2393	81.60	8.87	31.95
2025-06-19 17:59:12.700035	451	8.42	5356	2392	81.82	8.69	31.60
2025-06-19 17:59:13.700545	461	8.59	5364	2061	80.96	9.69	32.78
2025-06-19 17:59:14.701122	460	8.56	5373	2254	81.55	8.70	31.72
2025-06-19 17:59:15.701634	488	9.08	5377	2450	80.67	9.08	32.29
2025-06-19 17:59:16.702209	412	7.66	5382	2098	82.59	7.92	30.82
2025-06-19 17:59:17.710345	443	8.27	5358	2146	81.92	8.01	31.07
2025-06-19 17:59:18.718346	493	9.14	5391	2218	80.53	9.74	32.98
2025-06-19 17:59:19.718881	428	7.89	5427	2213	82.18	8.76	31.55
2025-06-19 17:59:20.719477	531	9.85	5389	2483	78.38	9.94	33.51
2025-06-19 17:59:21.722341	502	9.29	5401	1666	81.98	9.21	32.49
2025-06-19 17:59:22.722897	471	8.79	5364	2323	80.58	9.12	32.24
2025-06-19 17:59:23.723398	482	9.01	5347	1841	79.71	9.75	32.89
2025-06-19 17:59:24.723976	448	8.33	5380	2447	82.15	8.15	31.22
2025-06-19 17:59:25.730319	461	8.60	5362	2152	81.30	9.28	32.71
2025-06-19 17:59:26.730895	574	10.60	5418	2271	79.93	11.24	34.62
2025-06-19 17:59:27.731431	407	7.53	5406	2235	84.08	6.94	29.58
2025-06-19 17:59:28.731934	504	9.36	5383	2138	80.21	9.69	32.89
2025-06-19 17:59:29.732451	480	8.94	5370	2351	80.92	9.47	32.57
2025-06-19 17:59:30.733232	508	9.40	5401	2361	82.37	8.67	31.70
2025-06-19 17:59:31.733834	436	8.08	5388	2181	82.66	8.60	31.66
2025-06-19 17:59:32.734477	458	8.51	5385	1962	82.81	8.93	31.99
2025-06-19 17:59:33.735022	451	8.37	5383	2153	82.62	8.88	31.95
2025-06-19 17:59:34.742566	422	7.80	5404	1132	88.81	10.40	35.99
2025-06-19 17:59:35.750335	542	10.05	5394	1105	85.03	12.17	38.13
2025-06-19 17:59:36.758286	458	8.44	5430	241	91.45	11.25	37.91
2025-06-19 17:59:37.762418	462	8.48	5448	332	91.42	9.83	37.74
2025-06-19 17:59:38.762999	401	7.47	5369	1871	82.86	8.30	31.79
2025-06-19 17:59:39.763505	466	8.71	5349	2449	79.66	9.36	32.51
2025-06-19 17:59:40.766662	462	8.63	5358	2325	81.76	9.06	32.27
2025-06-19 17:59:41.767177	464	8.63	5384	1649	83.80	10.13	34.13
2025-06-19 17:59:42.767789	436	8.12	5371	2482	80.28	8.14	31.26
2025-06-19 17:59:43.768916	365	6.81	5356	2189	83.70	7.00	29.90
2025-06-19 17:59:44.769510	444	8.23	5395	2044	82.86	8.55	31.63
2025-06-19 17:59:45.770016	487	9.07	5370	1551	83.22	10.04	33.64
2025-06-19 17:59:46.770692	369	6.85	5386	2385	83.98	6.93	29.66
2025-06-19 17:59:47.774582	483	8.96	5387	2572	81.59	8.94	31.96
2025-06-19 17:59:48.775155	477	8.89	5362	2351	80.34	9.81	33.26
2025-06-19 17:59:49.775673	385	7.15	5390	2426	83.73	6.82	29.59
2025-06-19 17:59:50.776225	399	7.41	5381	2125	82.92	7.39	30.23
2025-06-19 17:59:51.776755	468	8.70	5378	2206	81.21	9.30	32.62
2025-06-19 17:59:52.777330	426	7.90	5390	2337	82.40	8.22	31.01
2025-06-19 17:59:53.777843	429	7.94	5398	2265	81.55	8.41	31.27
2025-06-19 17:59:54.778409	476	8.83	5394	2486	80.70	9.82	32.94
2025-06-19 17:59:55.781612	446	8.32	5369	2270	81.70	9.05	32.20
2025-06-19 17:59:56.782276	462	8.57	5387	2404	82.45	8.38	31.42
2025-06-19 17:59:57.782818	476	8.85	5380	2453	81.13	8.86	31.99
2025-06-19 17:59:58.786893	425	7.90	5379	2331	82.22	8.03	30.84
2025-06-19 17:59:59.787427	398	7.38	5398	2118	82.85	7.36	30.03
2025-06-19 18:00:00.788029	439	8.15	5389	2156	81.77	8.28	31.39
2025-06-19 18:00:01.788839	395	7.34	5380	2310	82.83	6.85	29.72
2025-06-19 18:00:02.789451	530	9.90	5352	2229	80.46	10.42	33.88
2025-06-19 18:00:03.790850	606	11.26	5385	2031	79.04	12.56	36.47
2025-06-19 18:00:04.791427	447	8.30	5379	2097	81.13	8.85	31.93
2025-06-19 18:00:05.791926	488	9.08	5375	2657	80.24	9.34	32.54
2025-06-19 18:00:06.792504	502	9.30	5395	2374	80.80	9.28	32.35
2025-06-19 18:00:07.793033	434	8.10	5355	2359	82.05	8.01	30.76
2025-06-19 18:00:08.793651	424	7.95	5336	2484	81.13	8.26	31.17
2025-06-19 18:00:09.794234	484	9.02	5365	2186	80.51	9.45	32.71
2025-06-19 18:00:10.794793	447	8.33	5367	1736	79.85	9.36	32.39
2025-06-19 18:00:11.795407	518	9.66	5368	2348	80.69	9.99	33.09
2025-06-19 18:00:12.798342	575	10.66	5394	1701	81.40	10.98	34.42
2025-06-19 18:00:13.798871	462	8.61	5359	2303	81.41	9.92	33.50
2025-06-19 18:00:14.799388	527	9.79	5383	1923	80.15	10.35	33.62
2025-06-19 18:00:15.799975	522	9.70	5385	2325	81.23	9.90	33.28
2025-06-19 18:00:16.800532	496	9.22	5376	1874	82.02	10.32	33.95
2025-06-19 18:00:17.801183	524	9.71	5394	2098	81.82	9.91	33.42
2025-06-19 18:00:18.801757	431	8.05	5362	2230	81.65	8.78	31.87
2025-06-19 18:00:19.802294	466	8.72	5347	2464	80.45	8.96	31.97
2025-06-19 18:00:20.802971	358	6.68	5358	2139	83.65	7.15	29.85
2025-06-19 18:00:21.803928	608	11.27	5393	2412	78.99	11.65	35.56
2025-06-19 18:00:22.804533	443	8.23	5384	2802	81.27	7.83	30.80
2025-06-19 18:00:23.805063	389	7.24	5375	2217	82.87	7.40	30.32
2025-06-19 18:00:24.805631	446	8.29	5382	2322	81.64	8.83	31.93
2025-06-19 18:00:25.806156	429	7.94	5404	2610	83.37	7.82	30.73
2025-06-19 18:00:26.814343	465	8.65	5379	2206	80.43	9.52	32.81
2025-06-19 18:00:27.814858	386	7.11	5419	2451	82.97	7.73	30.24
2025-06-19 18:00:28.822552	451	8.36	5392	2305	82.34	8.57	31.68
2025-06-19 18:00:29.824078	474	8.78	5390	2281	81.17	8.88	31.95
2025-06-19 18:00:30.824623	353	6.57	5376	2373	83.36	7.22	29.85
2025-06-19 18:00:31.826519	385	7.18	5357	2153	81.79	7.91	30.84
2025-06-19 18:00:32.830598	448	8.37	5351	2228	79.67	9.43	32.60
2025-06-19 18:00:33.838344	481	8.99	5346	2135	80.14	9.67	33.01
2025-06-19 18:00:34.838947	481	8.93	5386	1937	81.26	10.13	33.60
2025-06-19 18:00:35.839472	528	9.81	5380	2248	79.44	10.08	33.26
2025-06-19 18:00:36.842334	462	8.64	5354	2193	80.05	8.82	31.84
2025-06-19 18:00:37.842889	505	9.41	5368	2279	79.59	10.21	33.51
2025-06-19 18:00:38.843525	487	9.08	5369	2700	79.58	8.80	31.71
2025-06-19 18:00:39.844019	422	7.86	5367	2729	82.09	7.87	30.86
2025-06-19 18:00:40.846357	498	9.26	5373	2545	81.23	8.99	32.20
2025-06-19 18:00:41.846885	416	7.73	5375	2614	81.39	7.75	30.67
2025-06-19 18:00:42.847426	409	7.61	5378	2401	83.12	7.38	30.15
2025-06-19 18:00:43.848120	447	8.35	5352	2374	79.49	9.01	32.16
2025-06-19 18:00:44.848723	450	8.35	5394	2175	81.79	8.14	31.17
2025-06-19 18:00:45.849296	423	7.89	5367	2480	80.77	8.07	31.16
2025-06-19 18:00:46.850243	424	7.88	5382	2416	82.13	7.93	30.89
2025-06-19 18:00:47.850789	514	9.57	5375	2467	81.83	9.38	32.67
2025-06-19 18:00:48.851367	393	7.35	5348	2229	81.62	8.15	30.99
2025-06-19 18:00:49.851836	459	8.60	5341	2308	78.97	9.57	32.98
2025-06-19 18:00:50.858331	411	7.74	5314	2441	80.67	8.34	31.42
2025-06-19 18:00:51.860621	503	9.37	5364	2321	79.33	9.53	32.49
2025-06-19 18:00:52.861193	558	10.36	5382	2553	80.37	9.87	33.02
2025-06-19 18:00:53.861716	400	7.48	5349	2478	81.10	7.59	30.48
2025-06-19 18:00:54.862288	462	8.59	5380	2359	81.47	8.50	31.34
2025-06-19 18:00:55.862823	479	8.93	5361	2522	80.14	9.06	32.18
2025-06-19 18:00:56.863382	522	9.72	5364	2445	79.53	9.73	33.09
2025-06-19 18:00:57.863884	436	8.14	5359	2594	80.75	8.43	31.31
2025-06-19 18:00:58.865378	478	8.91	5364	2223	79.06	9.15	32.11
2025-06-19 18:00:59.865905	409	7.63	5358	2207	82.25	8.31	31.21
2025-06-19 18:01:00.866472	488	9.10	5359	2133	79.10	9.45	32.71
2025-06-19 18:01:01.867235	403	7.52	5363	1877	83.69	7.80	30.75
2025-06-19 18:01:02.867819	449	8.39	5355	1962	81.28	9.22	32.37
2025-06-19 18:01:03.868340	525	9.80	5361	2348	79.19	10.30	33.57
2025-06-19 18:01:04.869041	353	6.56	5383	2057	83.92	6.71	29.22
2025-06-19 18:01:05.869563	506	9.39	5390	2376	80.18	9.70	32.88
2025-06-19 18:01:06.871160	451	8.37	5383	2449	83.10	7.92	31.11
2025-06-19 18:01:07.871639	493	9.18	5371	2546	78.74	8.90	32.33
2025-06-19 18:01:08.872702	500	9.29	5379	2058	78.91	10.04	33.42
2025-06-19 18:01:09.873221	445	8.36	5326	2122	79.52	8.93	32.12
2025-06-19 18:01:10.873780	392	7.37	5325	2169	80.46	8.30	31.29
2025-06-19 18:01:11.874279	448	8.36	5353	2252	80.60	8.60	31.78
2025-06-19 18:01:12.874806	437	8.17	5352	2328	81.50	8.28	31.20
2025-06-19 18:01:13.875480	399	7.42	5369	2278	83.20	7.19	30.08
2025-06-19 18:01:14.876453	480	8.93	5379	2164	81.71	8.73	31.84
2025-06-19 18:01:15.876974	416	7.70	5406	2267	83.01	7.42	30.05
2025-06-19 18:01:16.877521	457	8.53	5360	2356	80.57	8.66	31.60
2025-06-19 18:01:17.879910	438	8.19	5354	2171	81.03	9.05	32.12
2025-06-19 18:01:18.880627	465	8.66	5363	2736	79.98	8.35	31.44
2025-06-19 18:01:19.881189	496	9.24	5372	2137	79.74	9.52	32.85
2025-06-19 18:01:20.881766	416	7.79	5342	2089	80.65	8.43	31.41
2025-06-19 18:01:21.882313	471	8.77	5371	2943	81.98	8.37	31.28
2025-06-19 18:01:22.883140	447	8.38	5333	2167	80.52	9.21	32.39
2025-06-19 18:01:23.886646	444	8.26	5369	1960	83.45	8.52	31.64
2025-06-19 18:01:24.887228	497	9.28	5352	2212	79.85	9.65	32.86
2025-06-19 18:01:25.887759	489	9.16	5333	2283	78.23	10.16	33.46
2025-06-19 18:01:26.894545	434	8.16	5317	2112	80.84	8.64	31.94
2025-06-19 18:01:27.895052	420	7.88	5332	2614	80.85	8.56	31.63
2025-06-19 18:01:28.895821	496	9.24	5370	2476	79.46	9.33	32.71
2025-06-19 18:01:29.896360	445	8.25	5394	2230	80.53	9.01	32.14
2025-06-19 18:01:30.896929	454	8.45	5375	1968	81.70	8.05	31.04
2025-06-19 18:01:31.897464	465	8.62	5399	2202	82.12	8.60	31.56
2025-06-19 18:01:32.898046	428	7.97	5372	2298	81.71	8.16	30.89
2025-06-19 18:01:33.898552	469	8.72	5378	2608	80.52	9.08	32.17
2025-06-19 18:01:34.906347	474	8.87	5343	2277	79.55	9.42	32.75
2025-06-19 18:01:35.906888	392	7.28	5383	2403	83.27	6.92	29.53
2025-06-19 18:01:36.910640	397	7.39	5371	2350	82.83	7.41	30.24
2025-06-19 18:01:37.911266	452	8.50	5318	2301	79.48	9.04	32.22
2025-06-19 18:01:38.911821	339	6.36	5336	2558	83.66	6.56	29.16
2025-06-19 18:01:39.912335	435	8.12	5350	2792	82.58	8.15	31.23
2025-06-19 18:01:40.912910	482	8.97	5368	2713	79.06	9.70	32.74
2025-06-19 18:01:41.913420	391	7.31	5349	2406	81.15	8.11	30.86
2025-06-19 18:01:42.913952	470	8.83	5327	2557	80.05	9.09	32.19
2025-06-19 18:01:43.922358	554	10.34	5355	2568	78.17	10.22	33.63
2025-06-19 18:01:44.922922	380	7.01	5421	2272	84.10	7.25	29.91
2025-06-19 18:01:45.923462	442	8.26	5351	2273	80.76	8.31	31.41
2025-06-19 18:01:46.924038	452	8.48	5327	2413	79.99	9.20	32.34
2025-06-19 18:01:47.924552	431	8.06	5343	2409	81.92	8.02	31.15
2025-06-19 18:01:48.925075	444	8.26	5372	2491	81.93	8.49	31.50
2025-06-19 18:01:49.925618	566	10.55	5361	2482	77.65	10.93	34.70
2025-06-19 18:01:50.926172	474	8.81	5378	2399	81.75	9.04	32.34
2025-06-19 18:01:51.926772	456	8.48	5383	2452	81.35	9.03	32.16
2025-06-19 18:01:52.927389	495	9.20	5382	2364	79.18	9.88	33.25
2025-06-19 18:01:53.932875	479	8.95	5353	2227	80.99	9.29	32.63
2025-06-19 18:01:54.933480	493	9.14	5401	2201	81.12	9.47	32.79
2025-06-19 18:01:55.934035	446	8.26	5393	2251	81.80	8.86	32.04
2025-06-19 18:01:56.934726	403	7.52	5362	2266	82.48	7.51	30.46
2025-06-19 18:01:57.935641	434	8.14	5330	2396	80.59	8.51	31.61
2025-06-19 18:01:58.938370	518	9.63	5374	2243	81.11	10.29	33.80
2025-06-19 18:01:59.938840	456	8.48	5373	2374	79.86	8.33	31.42
2025-06-19 18:02:00.939530	376	7.02	5350	2262	82.45	7.13	29.95
2025-06-19 18:02:01.940029	433	8.09	5352	2147	81.05	8.71	31.90
2025-06-19 18:02:02.940615	378	7.08	5337	2175	82.48	6.89	29.89
2025-06-19 18:02:03.941096	450	8.37	5376	2359	82.31	8.41	31.36
2025-06-19 18:02:04.941752	517	9.64	5366	2052	80.24	10.00	33.31
2025-06-19 18:02:05.942304	626	11.55	5416	1067	84.52	12.40	36.89
2025-06-19 18:02:06.946830	468	8.69	5389	2475	82.29	9.07	32.35
2025-06-19 18:02:07.947327	419	7.86	5332	2496	81.39	8.76	31.76
2025-06-19 18:02:08.948284	453	8.46	5353	2561	81.18	8.75	31.76
2025-06-19 18:02:09.948799	436	8.10	5380	2672	82.02	8.33	31.42
2025-06-19 18:02:10.958359	500	9.30	5376	2266	80.34	9.26	32.42
2025-06-19 18:02:11.958868	392	7.24	5420	2242	82.66	7.87	30.54
2025-06-19 18:02:12.959406	503	9.36	5370	2292	79.87	9.77	33.05
2025-06-19 18:02:13.960572	427	7.95	5370	2229	81.17	8.26	31.11
2025-06-19 18:02:14.961190	507	9.40	5398	2403	78.22	10.08	33.31
2025-06-19 18:02:15.961691	428	7.96	5377	2426	83.05	7.80	30.78
2025-06-19 18:02:16.962248	454	8.44	5380	2627	80.73	8.58	31.76
2025-06-19 18:02:17.963421	445	8.26	5392	2617	81.56	8.31	31.34
2025-06-19 18:02:18.965516	415	7.71	5382	2255	83.55	7.21	29.91
2025-06-19 18:02:19.966680	357	6.64	5380	2376	84.49	6.60	29.10
2025-06-19 18:02:20.967243	422	7.84	5380	2546	82.67	7.54	30.37
2025-06-19 18:02:21.968333	540	10.05	5372	2309	79.26	10.33	33.83
2025-06-19 18:02:22.968907	469	8.72	5374	2473	80.61	9.29	32.45
2025-06-19 18:02:23.969419	409	7.63	5366	2609	82.90	8.17	31.11
2025-06-19 18:02:24.969979	456	8.54	5338	2353	79.66	9.51	32.65
2025-06-19 18:02:25.970503	405	7.57	5351	2152	82.49	8.35	31.41
2025-06-19 18:02:26.971096	506	9.41	5380	2610	81.27	9.28	32.40
2025-06-19 18:02:27.978342	381	7.11	5355	2356	84.21	6.28	28.94
2025-06-19 18:02:28.978918	393	7.31	5379	2444	82.29	7.35	30.01
2025-06-19 18:02:29.979428	465	8.66	5372	2905	80.38	9.17	32.26
2025-06-19 18:02:30.980003	368	6.84	5385	2418	82.94	6.98	29.53
2025-06-19 18:02:31.980500	503	9.35	5375	2833	80.34	9.66	32.73
2025-06-19 18:02:32.981023	465	8.71	5340	2488	80.61	9.31	32.38
2025-06-19 18:02:33.981553	520	9.67	5376	2801	78.27	9.74	32.90
2025-06-19 18:02:34.982088	381	7.09	5373	2311	82.19	7.59	30.42
2025-06-19 18:02:35.983301	471	8.77	5366	2563	80.85	9.25	32.49
2025-06-19 18:02:36.983856	414	7.73	5358	2278	81.88	8.37	31.46
2025-06-19 18:02:37.984342	400	7.45	5364	2825	83.84	7.25	30.06
2025-06-19 18:02:38.984905	456	8.52	5356	2798	81.40	9.10	32.08
2025-06-19 18:02:39.985382	460	8.57	5371	2717	82.20	8.35	31.31
2025-06-19 18:02:40.990315	409	7.67	5330	2694	81.46	7.92	30.95
2025-06-19 18:02:41.990812	571	10.61	5384	2395	80.26	10.57	34.07
2025-06-19 18:02:42.992202	510	9.46	5386	2086	80.79	10.07	33.47
2025-06-19 18:02:43.992897	467	8.69	5378	2451	81.95	9.03	32.35
2025-06-19 18:02:44.993765	472	8.78	5377	2115	81.59	8.57	31.76
2025-06-19 18:02:45.998547	469	8.73	5376	2546	81.84	9.27	32.53
2025-06-19 18:02:46.999557	471	8.80	5355	2567	80.09	9.29	32.72
2025-06-19 18:02:48.002377	409	7.62	5375	2493	82.21	7.84	30.83
2025-06-19 18:02:49.003558	481	8.95	5375	2618	80.52	9.28	32.34
2025-06-19 18:02:50.004045	514	9.52	5401	2199	81.17	10.31	33.90
2025-06-19 18:02:51.011324	410	7.64	5366	2289	82.56	7.52	30.46
2025-06-19 18:02:52.011830	602	11.15	5397	2288	80.20	11.64	35.28
2025-06-19 18:02:53.012412	448	8.31	5393	2428	81.97	8.45	31.50
2025-06-19 18:02:54.012941	475	8.82	5389	2265	82.57	9.17	32.43
2025-06-19 18:02:55.013499	487	9.03	5397	2697	82.07	9.24	32.32
2025-06-19 18:02:56.014030	528	9.80	5391	2814	81.33	9.30	32.30
2025-06-19 18:02:57.014641	409	7.60	5380	2374	83.16	7.69	30.51
2025-06-19 18:02:58.015152	512	9.52	5382	2380	80.71	9.49	32.90
2025-06-19 18:02:59.022126	431	7.99	5392	2617	81.94	8.74	31.88
2025-06-19 18:03:00.023785	444	8.27	5366	2366	80.82	8.66	31.57
2025-06-19 18:03:01.024406	497	9.24	5371	2349	80.04	9.73	33.07
2025-06-19 18:03:02.025144	472	8.79	5370	2292	82.37	8.94	32.10
2025-06-19 18:03:03.025751	523	9.72	5383	2276	81.26	10.21	33.71
2025-06-19 18:03:04.026275	439	8.19	5357	2655	80.77	8.69	31.69
2025-06-19 18:03:05.026845	458	8.56	5355	3049	79.51	8.69	31.88
2025-06-19 18:03:06.034606	470	8.74	5375	2565	79.91	9.52	32.72
2025-06-19 18:03:07.035257	381	7.11	5365	2421	82.76	7.98	30.71
2025-06-19 18:03:08.038336	460	8.63	5334	2212	80.62	9.81	33.15
2025-06-19 18:03:09.039975	411	7.67	5355	2613	81.30	8.66	31.76
2025-06-19 18:03:10.040490	394	7.34	5364	2472	81.77	8.27	31.21
2025-06-19 18:03:11.041091	366	6.87	5331	2385	81.97	7.32	30.01
2025-06-19 18:03:12.041645	439	8.18	5361	2463	80.30	9.47	32.80
2025-06-19 18:03:13.042266	458	8.56	5350	2561	80.90	9.19	32.24
2025-06-19 18:03:14.042795	358	6.67	5362	2274	82.99	7.53	30.20
2025-06-19 18:03:15.043574	514	9.57	5375	2568	79.97	10.04	33.23
2025-06-19 18:03:16.047242	421	7.83	5373	2865	83.03	8.02	30.90
2025-06-19 18:03:17.047857	391	7.26	5386	2600	83.33	6.96	29.70
2025-06-19 18:03:18.048366	476	8.88	5364	2416	79.40	9.46	32.58
2025-06-19 18:03:19.048934	435	8.11	5364	2387	82.15	8.55	31.56
2025-06-19 18:03:20.049409	571	10.59	5393	1813	80.78	12.03	36.28
2025-06-19 18:03:21.050047	528	9.82	5375	2616	78.03	10.32	33.56
2025-06-19 18:03:22.050517	370	6.89	5372	2368	83.33	7.33	29.93
2025-06-19 18:03:23.051088	418	7.80	5351	2554	81.37	8.26	31.13
2025-06-19 18:03:24.051616	432	8.04	5373	2474	81.40	8.96	32.02
2025-06-19 18:03:25.054544	435	8.12	5349	2240	80.66	9.03	32.19
2025-06-19 18:03:26.055089	442	8.25	5353	2353	80.68	9.38	32.42
2025-06-19 18:03:27.056072	435	8.08	5384	2367	81.52	8.13	31.12
2025-06-19 18:03:28.056550	430	8.01	5376	2677	81.50	8.76	31.82
2025-06-19 18:03:29.057348	384	7.15	5368	2423	82.45	7.63	30.32
2025-06-19 18:03:30.057854	465	8.63	5384	2798	82.42	8.70	31.79
2025-06-19 18:03:31.058440	469	8.76	5355	2759	80.87	9.26	32.28
2025-06-19 18:03:32.058963	478	8.85	5401	2269	81.63	8.70	31.55
2025-06-19 18:03:33.064900	585	10.93	5353	2618	78.95	11.11	34.60
2025-06-19 18:03:34.065411	382	7.12	5358	2240	81.84	8.02	30.86
2025-06-19 18:03:35.065921	484	8.98	5393	2563	81.78	9.18	32.04
2025-06-19 18:03:36.066441	444	8.28	5361	2237	79.84	8.98	31.95
2025-06-19 18:03:37.074561	378	7.07	5356	2495	80.88	7.73	30.64
2025-06-19 18:03:38.075083	452	8.38	5393	2343	81.51	8.41	31.31
2025-06-19 18:03:39.075727	501	9.31	5381	2951	78.95	9.13	32.33
2025-06-19 18:03:40.082344	443	8.21	5400	1015	88.47	10.17	35.50
2025-06-19 18:03:41.082896	683	12.56	5438	2198	77.17	14.53	39.30
2025-06-19 18:03:42.083419	740	13.68	5411	2102	76.25	16.74	41.81
2025-06-19 18:03:43.083991	517	9.58	5401	2045	82.74	9.83	33.23
2025-06-19 18:03:44.084491	566	10.51	5388	2374	79.61	11.25	34.73
2025-06-19 18:03:45.085078	452	8.39	5381	2402	81.76	8.50	31.69
2025-06-19 18:03:46.088906	431	7.99	5395	2332	83.54	7.50	30.33
2025-06-19 18:03:47.089471	486	9.03	5381	2457	79.95	9.54	32.76
2025-06-19 18:03:48.089972	400	7.42	5393	2174	83.33	6.89	29.64
2025-06-19 18:03:49.090568	479	8.91	5382	2468	81.93	8.48	31.65
2025-06-19 18:03:50.091042	443	8.25	5364	2301	81.24	8.69	31.67
2025-06-19 18:03:51.098332	418	7.81	5357	2227	80.93	8.08	31.09
2025-06-19 18:03:52.098867	483	8.96	5388	2260	81.91	9.52	32.54
2025-06-19 18:03:53.099432	500	9.29	5382	2352	79.86	10.04	33.48
2025-06-19 18:03:54.106146	437	8.17	5348	2307	80.36	9.26	32.47
2025-06-19 18:03:55.106719	381	7.07	5389	2273	84.01	7.31	30.06
2025-06-19 18:03:56.107217	510	9.48	5382	2492	80.09	9.74	32.97
2025-06-19 18:03:57.107794	449	8.37	5367	2211	81.33	8.90	31.86
2025-06-19 18:03:58.108297	453	8.46	5361	2227	80.62	9.28	32.51
2025-06-19 18:03:59.108865	619	11.46	5396	2374	78.31	12.12	36.24
2025-06-19 18:04:00.109387	495	9.20	5379	2220	80.71	9.93	33.12
2025-06-19 18:04:01.109980	421	7.84	5366	2349	82.32	8.15	30.98
2025-06-19 18:04:02.110505	512	9.54	5372	2517	80.23	10.22	33.56
2025-06-19 18:04:03.114594	433	8.08	5359	2283	82.35	8.52	31.51
2025-06-19 18:04:04.115119	601	11.16	5386	2533	76.84	11.78	35.77
2025-06-19 18:04:05.115694	435	8.04	5407	2320	82.80	8.10	30.99
2025-06-19 18:04:06.116227	454	8.43	5386	2374	81.58	8.38	31.28
